Region,Country,ISO.Code,RE.or.Non.RE,Group.Technology,Technology,Producer.Type,Year,Electricity.Installed.Capacity..MW.
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,616
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,616
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,616
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,623
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,6
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,15
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,21
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,21
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,21
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,67
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,91
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,184
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,284
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,349
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,135
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,135
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,183
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,370
Central America and the Caribbean,Dominican Republic,DOM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,370
Central America and the Caribbean,El Salvador,SLV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,757
Central America and the Caribbean,El Salvador,SLV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,757
Central America and the Caribbean,El Salvador,SLV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,757
Central America and the Caribbean,El Salvador,SLV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,757
Central America and the Caribbean,El Salvador,SLV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,771
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,252
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,263
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,298
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,298
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,294
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Biogas,On-grid,2016,7
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Biogas,On-grid,2017,7
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Biogas,On-grid,2018,7
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Biogas,On-grid,2019,7
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Bioenergy,Biogas,On-grid,2020,5
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,204
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,204
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,204
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,204
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,204
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,0
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,0
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,0
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,0
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,0
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,494
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,573
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,573
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,573
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,574
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,12
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,12
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,15
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,4
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,4
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,16
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,114
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,192
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,387
Central America and the Caribbean,El Salvador,SLV,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,425
Central America and the Caribbean,Grenada,GRD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,52
Central America and the Caribbean,Grenada,GRD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,52
Central America and the Caribbean,Grenada,GRD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,54
Central America and the Caribbean,Grenada,GRD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,54
Central America and the Caribbean,Grenada,GRD,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,54
Central America and the Caribbean,Grenada,GRD,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,2
Central America and the Caribbean,Grenada,GRD,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,2
Central America and the Caribbean,Grenada,GRD,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,2
Central America and the Caribbean,Grenada,GRD,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,3
Central America and the Caribbean,Grenada,GRD,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,3
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,0
Central America and the Caribbean,Grenada,GRD,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,0
Central America and the Caribbean,Guadeloupe,GLP,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,413
Central America and the Caribbean,Guadeloupe,GLP,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,413
Central America and the Caribbean,Guadeloupe,GLP,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,413
Central America and the Caribbean,Guadeloupe,GLP,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,413
Central America and the Caribbean,Guadeloupe,GLP,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,413
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,31
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,31
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,31
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,31
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,31
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Biogas,On-grid,2016,0
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Biogas,On-grid,2017,0
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Biogas,On-grid,2018,5
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Biogas,On-grid,2019,5
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Bioenergy,Biogas,On-grid,2020,5
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,15
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,15
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,15
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,15
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,15
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,9
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,11
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,11
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,11
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,11
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,68
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,70
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,70
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,81
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,85
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,26
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,26
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,26
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,43
Central America and the Caribbean,Guadeloupe,GLP,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,43
Central America and the Caribbean,Guatemala,GTM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"1,547"
Central America and the Caribbean,Guatemala,GTM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"1,328"
Central America and the Caribbean,Guatemala,GTM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"1,254"
Central America and the Caribbean,Guatemala,GTM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"1,254"
Central America and the Caribbean,Guatemala,GTM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"1,249"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,"1,053"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,"1,084"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,"1,096"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,"1,029"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,"1,029"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Biogas,On-grid,2016,4
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Biogas,On-grid,2017,7
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Biogas,On-grid,2018,7
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Biogas,On-grid,2019,7
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Bioenergy,Biogas,On-grid,2020,7
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,49
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,49
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,49
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,52
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,49
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"1,392"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"1,438"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"1,502"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"1,574"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"1,577"
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,8
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,8
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,8
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,8
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,8
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,85
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,91
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,93
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,93
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,93
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,76
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,76
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,107
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,107
Central America and the Caribbean,Guatemala,GTM,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,107
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,0
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,0
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,389
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,390
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,390
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,390
Central America and the Caribbean,Haiti,HTI,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,390
Central America and the Caribbean,Haiti,HTI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,56
Central America and the Caribbean,Haiti,HTI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,56
Central America and the Caribbean,Haiti,HTI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,78
Central America and the Caribbean,Haiti,HTI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,78
Central America and the Caribbean,Haiti,HTI,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,78
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,1
Central America and the Caribbean,Haiti,HTI,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,0
Central America and the Caribbean,Haiti,HTI,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,0
Central America and the Caribbean,Haiti,HTI,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,0
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,38
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,38
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,975
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,975
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"1,026"
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,983
Central America and the Caribbean,Honduras,HND,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,975
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,210
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,210
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,210
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,221
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,221
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,Off-grid,2016,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,Off-grid,2017,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,Off-grid,2018,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,Off-grid,2019,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,Off-grid,2020,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Bioenergy,Biogas,On-grid,2019,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,35
Central America and the Caribbean,Honduras,HND,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,35
Central America and the Caribbean,Honduras,HND,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,35
Central America and the Caribbean,Honduras,HND,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,39
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,0
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,660
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,666
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,696
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,731
Central America and the Caribbean,Honduras,HND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,837
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,5
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,3
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,3
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,3
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,3
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,409
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,451
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,511
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,511
Central America and the Caribbean,Honduras,HND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,511
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,6
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,6
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,175
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,225
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,225
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,235
Central America and the Caribbean,Honduras,HND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,235
Central America and the Caribbean,Jamaica,JAM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,892
Central America and the Caribbean,Jamaica,JAM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,892
Central America and the Caribbean,Jamaica,JAM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,892
Central America and the Caribbean,Jamaica,JAM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"1,086"
Central America and the Caribbean,Jamaica,JAM,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"1,086"
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,32
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,32
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,32
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,32
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,32
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,30
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,30
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,30
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,30
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,30
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,28
Central America and the Caribbean,Jamaica,JAM,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,56
