Region,Country,ISO.Code,RE.or.Non.RE,Group.Technology,Technology,Producer.Type,Year,Electricity.Installed.Capacity..MW.
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,1
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,1
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,143
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,154
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,154
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"195,142"
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"193,524"
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"192,224"
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"187,680"
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"191,120"
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2016,"41,482"
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2017,"39,132"
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2018,"35,692"
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2019,"30,733"
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2020,"30,733"
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2016,945
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2017,961
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2018,902
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,915
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,903
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2016,"21,924"
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2017,"21,894"
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2018,"21,894"
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2019,"21,894"
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,"21,894"
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,"1,260"
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,"1,626"
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,"1,870"
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,"2,261"
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,593
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2016,34
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2017,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2018,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2019,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2020,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,919
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,935
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,876
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,889
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,877
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,526
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,481
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,482
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,525
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,525
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"22,568"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"22,495"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"22,512"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"22,489"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"22,497"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2016,"5,625"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2017,"5,625"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2018,"5,625"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2019,"5,625"
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2020,"5,625"
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,"38,438"
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,"44,226"
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,"55,500"
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,"61,526"
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,"67,000"
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,"3,187"
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,"3,418"
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,"3,602"
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,"3,721"
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,"4,141"
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2016,60
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2017,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2018,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2019,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2020,65
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"19,204"
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"19,204"
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"21,902"
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"21,902"
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"21,902"
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2016,0
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2017,1
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2018,1
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2019,2
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2020,8
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"2,696"
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"2,726"
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"2,756"
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"2,778"
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"2,785"
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,100
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,117
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,281
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,608
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,807
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,57
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,59
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,209
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,542
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,912
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,98
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,112
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,121
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,284
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,486
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,632
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,632
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"3,677"
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"3,689"
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"3,673"
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"3,673"
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"3,677"
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"1,878"
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"1,878"
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"1,878"
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"1,878"
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"1,878"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"4,811"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"5,004"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"5,254"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"6,081"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"7,374"
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,20
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,242
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"22,844"
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"24,781"
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"24,781"
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"26,781"
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"26,781"
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,"1,243"
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2019,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2020,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,219
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,200
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,202
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,242
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,244
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2016,80
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2017,70
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2018,84
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2019,124
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2020,134
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,16
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,16
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,22
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,22
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,22
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,0
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,0
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,0
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,0
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,0
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"6,121"
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"6,145"
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"6,165"
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"6,245"
Asia,Malaysia,MYS,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"6,274"
Asia,Malaysia,MYS,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,2
Asia,Malaysia,MYS,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,2
Asia,Malaysia,MYS,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,7
Asia,Malaysia,MYS,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,7
Asia,Malaysia,MYS,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,7
Asia,Malaysia,MYS,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,276
Asia,Malaysia,MYS,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,368
Asia,Malaysia,MYS,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,529
Asia,Malaysia,MYS,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,875
Asia,Malaysia,MYS,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,"1,485"
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,126
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,126
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,126
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,126
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,126
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,88
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,88
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,96
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,146
Asia,Maldives,MDV,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,146
Asia,Maldives,MDV,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,0
Asia,Maldives,MDV,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,0
Asia,Maldives,MDV,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,0
Asia,Maldives,MDV,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,0
Asia,Maldives,MDV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,7
Asia,Maldives,MDV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,10
Asia,Maldives,MDV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,10
Asia,Maldives,MDV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,13
Asia,Maldives,MDV,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,15
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,1
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,1
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,1
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,1
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,1
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,0
Asia,Maldives,MDV,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,0
Asia,Mongolia,MNG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"1,050"
Asia,Mongolia,MNG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"1,103"
Asia,Mongolia,MNG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"1,103"
Asia,Mongolia,MNG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"1,181"
Asia,Mongolia,MNG,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"1,181"
Asia,Mongolia,MNG,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2016,16
Asia,Mongolia,MNG,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2017,18
Asia,Mongolia,MNG,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2018,18
Asia,Mongolia,MNG,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,18
Asia,Mongolia,MNG,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,18
Asia,Mongolia,MNG,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2016,0
Asia,Mongolia,MNG,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2017,0
Asia,Mongolia,MNG,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2018,0
Asia,Mongolia,MNG,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2019,0
Asia,Mongolia,MNG,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,0
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,3
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,3
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,3
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,3
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,3
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,28
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,28
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,28
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,28
Asia,Mongolia,MNG,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,28
Asia,Mongolia,MNG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,5
Asia,Mongolia,MNG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,5
Asia,Mongolia,MNG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,5
Asia,Mongolia,MNG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,5
Asia,Mongolia,MNG,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,5
Asia,Mongolia,MNG,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,10
Asia,Mongolia,MNG,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,43
Asia,Mongolia,MNG,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,60
Asia,Mongolia,MNG,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,85
Asia,Mongolia,MNG,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,85
Asia,Mongolia,MNG,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,1
Asia,Mongolia,MNG,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,1
Asia,Mongolia,MNG,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,1
Asia,Mongolia,MNG,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,1
Asia,Mongolia,MNG,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,1
